@context,@type,name,image,description,url,sku,category,color,weight,offers,gtin13,brand.@type,brand.name,brand.image,brand.url,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.reviewCount,potentialAction.@type,potentialAction.name
https://schema.org,Product,Flash 22 Pack,https://www.rei.com/media/product/185564,"Yes, you can hike ultralight and still be comfy. The 13 oz. REI Co-op Flash 22 pack is hydration-compatible, boasts a removable hipbelt and sternum strap, and its back is padded for comfort.",https://www.rei.com/product/185564/rei-co-op-flash-22-pack,185564,Daypacks,"['Deep Marine', 'Black', 'Cinnamon Stick']",13 ounces,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855640001', 'url': 'https://www.rei.com/product/185564/rei-co-op-flash-22-pack', 'priceValidUntil': '2021-04-28', 'sku': '1855640001', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855640002', 'url': 'https://www.rei.com/product/185564/rei-co-op-flash-22-pack', 'priceValidUntil': '2021-04-28', 'sku': '1855640002', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855640003', 'url': 'https://www.rei.com/product/185564/rei-co-op-flash-22-pack', 'priceValidUntil': '2021-04-28', 'sku': '1855640003', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855640004', 'url': 'https://www.rei.com/product/185564/rei-co-op-flash-22-pack', 'priceValidUntil': '2021-04-28', 'sku': '1855640004', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0418556400029', '0418556400036', '0418556400012', '0418556400067', '0418556400043', '0418556400050']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.7,7,,
https://schema.org,Product,Stout 75 Pack - Men's,,"Head out for a weekend or a week backpacking in dialed-in comfort. The Gregory Stout 75 pack has ventilated, adjustable suspension for a cool, customized fit and offers 75 liters of storage space.",https://www.rei.com/rei-garage/product/190108/gregory-stout-75-pack-mens,,,,,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1901080001', 'sku': '1901080001', 'price': '147.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1901080002', 'sku': '1901080002', 'price': '147.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]",['0419010800027'],Brand,Gregory,https://satchel.rei.com/media/img/brand-logos/497.gif,https://www.rei.com/rei-garage/b/gregory,AggregateRating,4.0,11,,
https://schema.org,Product,Flash 55 Pack - Men's ,https://www.rei.com/media/product/148589,"Loaded for a week or stripped down for an overnighter, the men's REI Co-op Flash 55 pack keeps your load stable and steady. Seamlessly integrated suspension makes your hike cool and comfortable.",https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens,148589,Backpacking Packs,"['Asphalt', 'Olive Oil']",2 lbs. 9 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890001', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890001', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890002', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890002', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890003', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890003', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890004', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890004', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890005', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890005', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890006', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890006', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890007', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890007', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890008', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890008', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485890009', 'url': 'https://www.rei.com/product/148589/rei-co-op-flash-55-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1485890009', 'price': '199.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0414858900021', '0414858900076', '0414858900052', '0414858900014', '0414858900069', '0414858900045', '0414858900090', '0414858900038', '0414858900083']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.4,79,,
https://schema.org,Product,Amber 70 Pack - Women's,,"Built for long treks on mountain trails or winding cobblestone streets, the Gregory Amber 70 women's pack provides the capacity, comfortable support and customizable TrailFlex suspension you need.",https://www.rei.com/rei-garage/product/190105/gregory-amber-70-pack-womens,,,,,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1901050001', 'sku': '1901050001', 'price': '147.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1901050002', 'sku': '1901050002', 'price': '147.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['0419010500019', '0419010500026']",Brand,Gregory,https://satchel.rei.com/media/img/brand-logos/497.gif,https://www.rei.com/rei-garage/b/gregory,AggregateRating,4.5,6,,
https://schema.org,Product,Trail Hydro 30L Hydration Pack - 3 Liters - Women's,https://www.rei.com/media/product/148579,"The women's REI Co-op Trail Hydro 30L pack is made for longer, thirstier day hikes, with a 3-liter reservoir and a Quickload pocket that lets you easily load a full reservoir into a stuffed pack.",https://www.rei.com/product/148579/rei-co-op-trail-hydro-30l-hydration-pack-3-liters-womens,148579,Daypacks,['Midnight Navy'],2 lbs. 1.5 oz. (not including reservoir),"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485790001', 'url': 'https://www.rei.com/product/148579/rei-co-op-trail-hydro-30l-hydration-pack-3-liters-womens', 'priceValidUntil': '2021-04-28', 'sku': '1485790001', 'price': '110.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1485790002', 'url': 'https://www.rei.com/product/148579/rei-co-op-trail-hydro-30l-hydration-pack-3-liters-womens', 'priceValidUntil': '2021-04-28', 'sku': '1485790002', 'price': '110.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0414857900015', '0414857900022']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.6,17,,
https://schema.org,Product,Talon 22 Pack - Men's,https://www.rei.com/media/product/177573,"Bring hydration, food and extra layers along wherever your imagination takes you with the men's Osprey Talon 22 pack, your new favorite day-hiking, biking or peak-bagging carry solution.",https://www.rei.com/product/177573/osprey-talon-22-pack-mens,177573,Daypacks,"['Limon Green', 'Cosmic Red', 'Stealth Black', 'Eclipse Grey']",2 lbs. 0.64 oz,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730001', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730001', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730002', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730002', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730003', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730003', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730004', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730004', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730005', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730005', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730006', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730006', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730007', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730007', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775730008', 'url': 'https://www.rei.com/product/177573/osprey-talon-22-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1775730008', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0843820100846', '0843820107401', '0843820107388', '0843820104080', '0843820100860', '0843820100884', '0843820107395', '0843820107418']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.4,10,,
https://schema.org,Product,Trail 20 SL Pack - Women's,,"This clean, lightweight pack is multitalented. Among other things, the women's Deuter Trail 20 SL pack is an ideal partner for fixed-rope routes and sporty hikes, fitting close and venting well.",https://www.rei.com/rei-garage/product/182951/deuter-trail-20-sl-pack-womens,,,,,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1829510001', 'sku': '1829510001', 'price': '91.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1829510003', 'sku': '1829510003', 'price': '91.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['4046051096001', '4046051095998']",Brand,Deuter,https://satchel.rei.com/media/img/brand-logos/343.gif,https://www.rei.com/rei-garage/b/deuter,AggregateRating,4.3,3,,
https://schema.org,Product,Flash 22 Print Pack,https://www.rei.com/media/product/185565,"Like hiking ultralight? The 13 oz. REI Co-op Flash 22 print pack is flyweight but not spartan. It's hydration-compatible, has a removable hipbelt and sternum strap and a padded back for comfort.",https://www.rei.com/product/185565/rei-co-op-flash-22-print-pack,185565,Daypacks,"['Coastal Geo Crystal Blue', 'Ebb And Flow Gray Fin', 'Ebb And Flow Teal Lake', 'Pacific Forest Shaded Olive']",13 ounces,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855650001', 'url': 'https://www.rei.com/product/185565/rei-co-op-flash-22-print-pack', 'priceValidUntil': '2021-04-29', 'sku': '1855650001', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855650002', 'url': 'https://www.rei.com/product/185565/rei-co-op-flash-22-print-pack', 'priceValidUntil': '2021-04-29', 'sku': '1855650002', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855650003', 'url': 'https://www.rei.com/product/185565/rei-co-op-flash-22-print-pack', 'priceValidUntil': '2021-04-29', 'sku': '1855650003', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1855650004', 'url': 'https://www.rei.com/product/185565/rei-co-op-flash-22-print-pack', 'priceValidUntil': '2021-04-29', 'sku': '1855650004', 'price': '54.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0418556500040', '0418556500033', '0418556500064', '0418556500026', '0418556500057', '0418556500019']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,5.0,3,,
https://schema.org,Product,Tarn 12 Pack - Kids',https://www.rei.com/media/product/168501,This is a real pack—not a toy. That's why the kids' REI Co-op Tarn 12 pack gets youngsters excited to hit the trail carrying their own stuff in their own pack.,https://www.rei.com/product/168501/rei-co-op-tarn-12-pack-kids,168501,Daypacks,"['Frosted Meadow', 'Rustic Gold']",12 ounces,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1685010001', 'url': 'https://www.rei.com/product/168501/rei-co-op-tarn-12-pack-kids', 'priceValidUntil': '2021-04-28', 'sku': '1685010001', 'price': '39.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1685010002', 'url': 'https://www.rei.com/product/168501/rei-co-op-tarn-12-pack-kids', 'priceValidUntil': '2021-04-28', 'sku': '1685010002', 'price': '39.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0416850100027', '0416850100010']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.2,21,,
https://schema.org,Product,Trion Spine 50 Pack - Men's,https://www.rei.com/media/product/149559,"Designed to carry heavy loads in rough terrain, the Mammut Trion Spine 50 pack features Active Spine suspension to give you freedom of movement without resistance from the pack itself.",https://www.rei.com/product/149559/mammut-trion-spine-50-pack-mens,149559,Backpacking Packs,['Olive-black'],4 lbs. 13.6 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1495590001', 'url': 'https://www.rei.com/product/149559/mammut-trion-spine-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1495590001', 'price': '261.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]",['7613357424486'],Brand,Mammut,https://satchel.rei.com/media/img/brand-logos/713.gif,https://www.rei.com/b/mammut,AggregateRating,5.0,2,,
https://schema.org,Product,Trailbreak 60 Pack - Women's,https://www.rei.com/media/product/168252,"You're set to tackle weekend trips and long hikes with the comfortable women's REI Co-op Trailbreak 60 pack. It's built to last for years, and then you can hand it down—it adjusts to fit most bodies.",https://www.rei.com/product/168252/rei-co-op-trailbreak-60-pack-womens,168252,Backpacking Packs,"['Tumbleweed', 'Indigo']",3 lbs. 11 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1682520001', 'url': 'https://www.rei.com/product/168252/rei-co-op-trailbreak-60-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1682520001', 'price': '149.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1682520002', 'url': 'https://www.rei.com/product/168252/rei-co-op-trailbreak-60-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1682520002', 'price': '149.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0416825200028', '0416825200011']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.6,8,,
https://schema.org,Product,Nine Trails 28L Pack - Men's,https://www.rei.com/media/product/124927,"If you can open up a trail guide, you can open the Patagonia Nine Trails 28L pack. Its U-shaped main zipper opens wide so you can get to your gear quickly without unstuffing everything inside.",https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens,124927,Daypacks,['Forge Grey'],2 lbs. 3.3 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270001', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270001', 'price': '78.83', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270002', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270002', 'price': '78.83', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270003', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270003', 'price': '118.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270004', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270004', 'price': '118.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270005', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270005', 'price': '126.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270006', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270006', 'price': '126.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270007', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270007', 'price': '118.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1249270008', 'url': 'https://www.rei.com/product/124927/patagonia-nine-trails-28l-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1249270008', 'price': '118.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0190696418590', '0191743368349', '0192964135376', '0190696723076', '0190696418583', '0190696723069', '0192964135390', '0191743368332']",Brand,Patagonia,https://satchel.rei.com/media/img/brand-logos/889.gif,https://www.rei.com/b/patagonia,AggregateRating,4.6,16,,
